" ""local_time"": ""Etc/GMT+5"""," ""electricity"": ""kW""}"
10/1/2019 20:00,0.085
10/1/2019 21:00,0.042
10/1/2019 22:00,0.014
10/1/2019 23:00,0.001
10/2/2019 0:00,0
10/2/2019 1:00,0
10/2/2019 2:00,0
10/2/2019 3:00,0
10/2/2019 4:00,0
10/2/2019 5:00,0
10/2/2019 6:00,0
10/2/2019 7:00,0
10/2/2019 8:00,0
10/2/2019 9:00,0
10/2/2019 10:00,0
10/2/2019 11:00,0
10/2/2019 12:00,0
10/2/2019 13:00,0.001
10/2/2019 14:00,0.009
10/2/2019 15:00,0.021
10/2/2019 16:00,0.025
10/2/2019 17:00,0.031
10/2/2019 18:00,0.051
10/2/2019 19:00,0.084
10/2/2019 20:00,0.108
10/2/2019 21:00,0.134
10/2/2019 22:00,0.17
10/2/2019 23:00,0.214
10/3/2019 0:00,0.256
10/3/2019 1:00,0.286
10/3/2019 2:00,0.3
10/3/2019 3:00,0.289
10/3/2019 4:00,0.254
10/3/2019 5:00,0.219
10/3/2019 6:00,0.182
10/3/2019 7:00,0.146
10/3/2019 8:00,0.122
10/3/2019 9:00,0.109
10/3/2019 10:00,0.106
10/3/2019 11:00,0.115
10/3/2019 12:00,0.124
10/3/2019 13:00,0.131
10/3/2019 14:00,0.138
10/3/2019 15:00,0.161
10/3/2019 16:00,0.18
10/3/2019 17:00,0.182
10/3/2019 18:00,0.178
10/3/2019 19:00,0.179
10/3/2019 20:00,0.188
10/3/2019 21:00,0.208
10/3/2019 22:00,0.249
10/3/2019 23:00,0.3
10/4/2019 0:00,0.346
10/4/2019 1:00,0.391
10/4/2019 2:00,0.429
10/4/2019 3:00,0.454
10/4/2019 4:00,0.484
10/4/2019 5:00,0.522
10/4/2019 6:00,0.556
10/4/2019 7:00,0.586
10/4/2019 8:00,0.607
10/4/2019 9:00,0.612
10/4/2019 10:00,0.575
10/4/2019 11:00,0.522
10/4/2019 12:00,0.459
10/4/2019 13:00,0.414
10/4/2019 14:00,0.454
10/4/2019 15:00,0.682
10/4/2019 16:00,0.884
10/4/2019 17:00,0.946
10/4/2019 18:00,0.955
10/4/2019 19:00,0.945
10/4/2019 20:00,0.934
10/4/2019 21:00,0.927
10/4/2019 22:00,0.914
10/4/2019 23:00,0.887
10/5/2019 0:00,0.853
10/5/2019 1:00,0.82
10/5/2019 2:00,0.796
10/5/2019 3:00,0.808
10/5/2019 4:00,0.839
10/5/2019 5:00,0.866
10/5/2019 6:00,0.866
10/5/2019 7:00,0.86
10/5/2019 8:00,0.874
10/5/2019 9:00,0.907
10/5/2019 10:00,0.922
10/5/2019 11:00,0.909
10/5/2019 12:00,0.866
10/5/2019 13:00,0.806
10/5/2019 14:00,0.758
10/5/2019 15:00,0.736
10/5/2019 16:00,0.744
10/5/2019 17:00,0.765
10/5/2019 18:00,0.786
10/5/2019 19:00,0.799
10/5/2019 20:00,0.799
10/5/2019 21:00,0.787
10/5/2019 22:00,0.755
10/5/2019 23:00,0.703
10/6/2019 0:00,0.643
10/6/2019 1:00,0.588
10/6/2019 2:00,0.547
10/6/2019 3:00,0.528
10/6/2019 4:00,0.537
10/6/2019 5:00,0.571
10/6/2019 6:00,0.624
10/6/2019 7:00,0.674
10/6/2019 8:00,0.702
10/6/2019 9:00,0.701
10/6/2019 10:00,0.672
10/6/2019 11:00,0.627
10/6/2019 12:00,0.589
10/6/2019 13:00,0.557
10/6/2019 14:00,0.54
10/6/2019 15:00,0.534
10/6/2019 16:00,0.543
10/6/2019 17:00,0.568
10/6/2019 18:00,0.601
10/6/2019 19:00,0.63
10/6/2019 20:00,0.651
10/6/2019 21:00,0.675
10/6/2019 22:00,0.702
10/6/2019 23:00,0.731
10/7/2019 0:00,0.765
10/7/2019 1:00,0.786
10/7/2019 2:00,0.799
10/7/2019 3:00,0.808
10/7/2019 4:00,0.82
10/7/2019 5:00,0.827
10/7/2019 6:00,0.822
10/7/2019 7:00,0.816
10/7/2019 8:00,0.809
10/7/2019 9:00,0.799
10/7/2019 10:00,0.791
10/7/2019 11:00,0.777
10/7/2019 12:00,0.762
10/7/2019 13:00,0.753
10/7/2019 14:00,0.753
10/7/2019 15:00,0.765
10/7/2019 16:00,0.791
10/7/2019 17:00,0.817
10/7/2019 18:00,0.842
10/7/2019 19:00,0.854
10/7/2019 20:00,0.85
10/7/2019 21:00,0.858
10/7/2019 22:00,0.856
10/7/2019 23:00,0.827
10/8/2019 0:00,0.778
10/8/2019 1:00,0.718
10/8/2019 2:00,0.655
10/8/2019 3:00,0.604
10/8/2019 4:00,0.559
10/8/2019 5:00,0.53
10/8/2019 6:00,0.524
10/8/2019 7:00,0.524
10/8/2019 8:00,0.501
10/8/2019 9:00,0.426
10/8/2019 10:00,0.372
10/8/2019 11:00,0.386
10/8/2019 12:00,0.485
10/8/2019 13:00,0.532
10/8/2019 14:00,0.495
10/8/2019 15:00,0.437
10/8/2019 16:00,0.361
10/8/2019 17:00,0.321
10/8/2019 18:00,0.284
10/8/2019 19:00,0.199
10/8/2019 20:00,0.134
10/8/2019 21:00,0.118
10/8/2019 22:00,0.187
10/8/2019 23:00,0.399
10/9/2019 0:00,0.695
10/9/2019 1:00,0.835
10/9/2019 2:00,0.882
10/9/2019 3:00,0.912
10/9/2019 4:00,0.934
10/9/2019 5:00,0.954
10/9/2019 6:00,0.966
10/9/2019 7:00,0.97
10/9/2019 8:00,0.965
10/9/2019 9:00,0.96
10/9/2019 10:00,0.96
10/9/2019 11:00,0.958
10/9/2019 12:00,0.949
10/9/2019 13:00,0.938
10/9/2019 14:00,0.931
10/9/2019 15:00,0.928
10/9/2019 16:00,0.923
10/9/2019 17:00,0.918
10/9/2019 18:00,0.907
10/9/2019 19:00,0.891
10/9/2019 20:00,0.867
10/9/2019 21:00,0.838
10/9/2019 22:00,0.814
10/9/2019 23:00,0.807
10/10/2019 0:00,0.816
10/10/2019 1:00,0.839
10/10/2019 2:00,0.868
10/10/2019 3:00,0.895
10/10/2019 4:00,0.917
10/10/2019 5:00,0.929
10/10/2019 6:00,0.935
10/10/2019 7:00,0.935
10/10/2019 8:00,0.933
10/10/2019 9:00,0.93
10/10/2019 10:00,0.935
10/10/2019 11:00,0.944
10/10/2019 12:00,0.952
10/10/2019 13:00,0.961
10/10/2019 14:00,0.969
10/10/2019 15:00,0.975
10/10/2019 16:00,0.98
10/10/2019 17:00,0.985
10/10/2019 18:00,0.985
10/10/2019 19:00,0.983
10/10/2019 20:00,0.978
10/10/2019 21:00,0.969
10/10/2019 22:00,0.956
10/10/2019 23:00,0.947
10/11/2019 0:00,0.948
10/11/2019 1:00,0.952
10/11/2019 2:00,0.953
10/11/2019 3:00,0.954
10/11/2019 4:00,0.956
10/11/2019 5:00,0.957
10/11/2019 6:00,0.959
10/11/2019 7:00,0.959
10/11/2019 8:00,0.954
10/11/2019 9:00,0.943
10/11/2019 10:00,0.935
10/11/2019 11:00,0.93
10/11/2019 12:00,0.926
10/11/2019 13:00,0.925
10/11/2019 14:00,0.93
10/11/2019 15:00,0.931
10/11/2019 16:00,0.926
10/11/2019 17:00,0.919
10/11/2019 18:00,0.914
10/11/2019 19:00,0.905
10/11/2019 20:00,0.889
10/11/2019 21:00,0.872
10/11/2019 22:00,0.854
10/11/2019 23:00,0.838
10/12/2019 0:00,0.833
10/12/2019 1:00,0.84
10/12/2019 2:00,0.848
10/12/2019 3:00,0.863
10/12/2019 4:00,0.879
10/12/2019 5:00,0.872
10/12/2019 6:00,0.847
10/12/2019 7:00,0.824
10/12/2019 8:00,0.807
10/12/2019 9:00,0.8
10/12/2019 10:00,0.79
10/12/2019 11:00,0.776
10/12/2019 12:00,0.754
10/12/2019 13:00,0.724
10/12/2019 14:00,0.699
10/12/2019 15:00,0.668
10/12/2019 16:00,0.623
10/12/2019 17:00,0.569
10/12/2019 18:00,0.502
10/12/2019 19:00,0.418
10/12/2019 20:00,0.317
10/12/2019 21:00,0.228
10/12/2019 22:00,0.155
10/12/2019 23:00,0.104
10/13/2019 0:00,0.076
10/13/2019 1:00,0.061
10/13/2019 2:00,0.054
10/13/2019 3:00,0.053
10/13/2019 4:00,0.052
10/13/2019 5:00,0.043
10/13/2019 6:00,0.022
10/13/2019 7:00,0.004
10/13/2019 8:00,0
10/13/2019 9:00,0
10/13/2019 10:00,0
10/13/2019 11:00,0
10/13/2019 12:00,0
10/13/2019 13:00,0.005
10/13/2019 14:00,0.026
10/13/2019 15:00,0.059
10/13/2019 16:00,0.099
10/13/2019 17:00,0.155
10/13/2019 18:00,0.227
10/13/2019 19:00,0.254
10/13/2019 20:00,0.255
10/13/2019 21:00,0.273
10/13/2019 22:00,0.294
10/13/2019 23:00,0.305
10/14/2019 0:00,0.31
10/14/2019 1:00,0.319
10/14/2019 2:00,0.3
10/14/2019 3:00,0.259
10/14/2019 4:00,0.236
10/14/2019 5:00,0.212
10/14/2019 6:00,0.2
10/14/2019 7:00,0.253
10/14/2019 8:00,0.32
10/14/2019 9:00,0.383
10/14/2019 10:00,0.447
10/14/2019 11:00,0.532
10/14/2019 12:00,0.59
10/14/2019 13:00,0.562
10/14/2019 14:00,0.46
10/14/2019 15:00,0.367
10/14/2019 16:00,0.331
10/14/2019 17:00,0.327
10/14/2019 18:00,0.336
10/14/2019 19:00,0.348
10/14/2019 20:00,0.328
10/14/2019 21:00,0.271
10/14/2019 22:00,0.185
10/14/2019 23:00,0.108
10/15/2019 0:00,0.079
10/15/2019 1:00,0.054
10/15/2019 2:00,0.041
10/15/2019 3:00,0.084
10/15/2019 4:00,0.206
10/15/2019 5:00,0.355
10/15/2019 6:00,0.402
10/15/2019 7:00,0.387
10/15/2019 8:00,0.325
10/15/2019 9:00,0.264
10/15/2019 10:00,0.204
10/15/2019 11:00,0.152
10/15/2019 12:00,0.103
10/15/2019 13:00,0.074
10/15/2019 14:00,0.051
10/15/2019 15:00,0.053
10/15/2019 16:00,0.058
10/15/2019 17:00,0.041
10/15/2019 18:00,0.066
10/15/2019 19:00,0.054
10/15/2019 20:00,0.056
10/15/2019 21:00,0.083
10/15/2019 22:00,0.111
10/15/2019 23:00,0.138
10/16/2019 0:00,0.119
10/16/2019 1:00,0.102
10/16/2019 2:00,0.118
10/16/2019 3:00,0.119
10/16/2019 4:00,0.142
10/16/2019 5:00,0.178
10/16/2019 6:00,0.268
10/16/2019 7:00,0.42
10/16/2019 8:00,0.578
10/16/2019 9:00,0.709
10/16/2019 10:00,0.771
10/16/2019 11:00,0.797
10/16/2019 12:00,0.862
10/16/2019 13:00,0.958
10/16/2019 14:00,0.991
10/16/2019 15:00,0.981
10/16/2019 16:00,0.976
10/16/2019 17:00,0.969
10/16/2019 18:00,0.969
10/16/2019 19:00,0.984
10/16/2019 20:00,0.991
10/16/2019 21:00,0.99
10/16/2019 22:00,0.99
10/16/2019 23:00,0.99
10/17/2019 0:00,0.988
10/17/2019 1:00,0.979
10/17/2019 2:00,0.97
10/17/2019 3:00,0.968
10/17/2019 4:00,0.956
10/17/2019 5:00,0.933
10/17/2019 6:00,0.897
10/17/2019 7:00,0.845
10/17/2019 8:00,0.82
10/17/2019 9:00,0.831
10/17/2019 10:00,0.852
10/17/2019 11:00,0.876
10/17/2019 12:00,0.885
10/17/2019 13:00,0.877
10/17/2019 14:00,0.846
10/17/2019 15:00,0.813
10/17/2019 16:00,0.799
10/17/2019 17:00,0.797
10/17/2019 18:00,0.798
10/17/2019 19:00,0.789
10/17/2019 20:00,0.77
10/17/2019 21:00,0.739
10/17/2019 22:00,0.689
10/17/2019 23:00,0.642
10/18/2019 0:00,0.594
10/18/2019 1:00,0.547
10/18/2019 2:00,0.525
10/18/2019 3:00,0.531
10/18/2019 4:00,0.567
10/18/2019 5:00,0.607
10/18/2019 6:00,0.642
10/18/2019 7:00,0.648
10/18/2019 8:00,0.638
10/18/2019 9:00,0.63
10/18/2019 10:00,0.625
10/18/2019 11:00,0.638
10/18/2019 12:00,0.66
10/18/2019 13:00,0.687
10/18/2019 14:00,0.715
10/18/2019 15:00,0.74
10/18/2019 16:00,0.757
10/18/2019 17:00,0.784
10/18/2019 18:00,0.806
10/18/2019 19:00,0.749
10/18/2019 20:00,0.662
10/18/2019 21:00,0.586
10/18/2019 22:00,0.485
10/18/2019 23:00,0.311
10/19/2019 0:00,0.162
10/19/2019 1:00,0.087
10/19/2019 2:00,0.06
10/19/2019 3:00,0.055
10/19/2019 4:00,0.05
10/19/2019 5:00,0.036
10/19/2019 6:00,0.023
10/19/2019 7:00,0.009
10/19/2019 8:00,0.002
10/19/2019 9:00,0
10/19/2019 10:00,0
10/19/2019 11:00,0
10/19/2019 12:00,0
10/19/2019 13:00,0
10/19/2019 14:00,0
10/19/2019 15:00,0
10/19/2019 16:00,0
10/19/2019 17:00,0
10/19/2019 18:00,0.001
10/19/2019 19:00,0.021
10/19/2019 20:00,0.037
10/19/2019 21:00,0.051
10/19/2019 22:00,0.089
10/19/2019 23:00,0.134
10/20/2019 0:00,0.192
10/20/2019 1:00,0.278
10/20/2019 2:00,0.413
10/20/2019 3:00,0.568
10/20/2019 4:00,0.673
10/20/2019 5:00,0.75
10/20/2019 6:00,0.819
10/20/2019 7:00,0.87
10/20/2019 8:00,0.919
10/20/2019 9:00,0.955
10/20/2019 10:00,0.97
10/20/2019 11:00,0.981
10/20/2019 12:00,0.989
10/20/2019 13:00,0.991
10/20/2019 14:00,0.989
10/20/2019 15:00,0.987
10/20/2019 16:00,0.989
10/20/2019 17:00,0.991
10/20/2019 18:00,0.99
10/20/2019 19:00,0.983
10/20/2019 20:00,0.967
10/20/2019 21:00,0.941
10/20/2019 22:00,0.905
10/20/2019 23:00,0.883
10/21/2019 0:00,0.875
10/21/2019 1:00,0.86
10/21/2019 2:00,0.84
10/21/2019 3:00,0.827
10/21/2019 4:00,0.826
10/21/2019 5:00,0.82
10/21/2019 6:00,0.77
10/21/2019 7:00,0.71
10/21/2019 8:00,0.724
10/21/2019 9:00,0.823
10/21/2019 10:00,0.895
10/21/2019 11:00,0.912
10/21/2019 12:00,0.898
10/21/2019 13:00,0.873
10/21/2019 14:00,0.856
10/21/2019 15:00,0.844
10/21/2019 16:00,0.817
10/21/2019 17:00,0.769
10/21/2019 18:00,0.71
10/21/2019 19:00,0.62
10/21/2019 20:00,0.503
10/21/2019 21:00,0.403
10/21/2019 22:00,0.324
10/21/2019 23:00,0.249
10/22/2019 0:00,0.189
10/22/2019 1:00,0.134
10/22/2019 2:00,0.09
10/22/2019 3:00,0.067
10/22/2019 4:00,0.051
10/22/2019 5:00,0.036
10/22/2019 6:00,0.011
10/22/2019 7:00,0
10/22/2019 8:00,0
10/22/2019 9:00,0
10/22/2019 10:00,0
10/22/2019 11:00,0
10/22/2019 12:00,0
10/22/2019 13:00,0.001
10/22/2019 14:00,0.004
10/22/2019 15:00,0.032
10/22/2019 16:00,0.095
10/22/2019 17:00,0.17
10/22/2019 18:00,0.245
10/22/2019 19:00,0.313
10/22/2019 20:00,0.386
10/22/2019 21:00,0.468
10/22/2019 22:00,0.556
10/22/2019 23:00,0.625
10/23/2019 0:00,0.676
10/23/2019 1:00,0.7
10/23/2019 2:00,0.688
10/23/2019 3:00,0.661
10/23/2019 4:00,0.595
10/23/2019 5:00,0.594
10/23/2019 6:00,0.651
10/23/2019 7:00,0.7
10/23/2019 8:00,0.732
10/23/2019 9:00,0.832
10/23/2019 10:00,0.892
10/23/2019 11:00,0.882
10/23/2019 12:00,0.826
10/23/2019 13:00,0.735
10/23/2019 14:00,0.636
10/23/2019 15:00,0.549
10/23/2019 16:00,0.487
10/23/2019 17:00,0.451
10/23/2019 18:00,0.442
10/23/2019 19:00,0.447
10/23/2019 20:00,0.435
10/23/2019 21:00,0.399
10/23/2019 22:00,0.355
10/23/2019 23:00,0.329
10/24/2019 0:00,0.334
10/24/2019 1:00,0.358
10/24/2019 2:00,0.379
10/24/2019 3:00,0.381
10/24/2019 4:00,0.376
10/24/2019 5:00,0.361
10/24/2019 6:00,0.337
10/24/2019 7:00,0.311
10/24/2019 8:00,0.282
10/24/2019 9:00,0.249
10/24/2019 10:00,0.237
10/24/2019 11:00,0.243
10/24/2019 12:00,0.248
10/24/2019 13:00,0.259
10/24/2019 14:00,0.286
10/24/2019 15:00,0.321
10/24/2019 16:00,0.335
10/24/2019 17:00,0.321
10/24/2019 18:00,0.305
10/24/2019 19:00,0.295
10/24/2019 20:00,0.275
10/24/2019 21:00,0.241
10/24/2019 22:00,0.188
10/24/2019 23:00,0.127
10/25/2019 0:00,0.095
10/25/2019 1:00,0.079
10/25/2019 2:00,0.071
10/25/2019 3:00,0.068
10/25/2019 4:00,0.086
10/25/2019 5:00,0.11
10/25/2019 6:00,0.128
10/25/2019 7:00,0.15
10/25/2019 8:00,0.157
10/25/2019 9:00,0.145
10/25/2019 10:00,0.129
10/25/2019 11:00,0.107
10/25/2019 12:00,0.089
10/25/2019 13:00,0.083
10/25/2019 14:00,0.076
10/25/2019 15:00,0.06
10/25/2019 16:00,0.049
10/25/2019 17:00,0.035
10/25/2019 18:00,0.014
10/25/2019 19:00,0.001
10/25/2019 20:00,0
10/25/2019 21:00,0
10/25/2019 22:00,0
10/25/2019 23:00,0
10/26/2019 0:00,0
10/26/2019 1:00,0
10/26/2019 2:00,0.002
10/26/2019 3:00,0.002
10/26/2019 4:00,0
10/26/2019 5:00,0
10/26/2019 6:00,0
10/26/2019 7:00,0
10/26/2019 8:00,0
10/26/2019 9:00,0.001
10/26/2019 10:00,0.002
10/26/2019 11:00,0.005
10/26/2019 12:00,0.015
10/26/2019 13:00,0.042
10/26/2019 14:00,0.083
10/26/2019 15:00,0.14
10/26/2019 16:00,0.205
10/26/2019 17:00,0.264
10/26/2019 18:00,0.305
10/26/2019 19:00,0.34
10/26/2019 20:00,0.399
10/26/2019 21:00,0.476
10/26/2019 22:00,0.544
10/26/2019 23:00,0.599
10/27/2019 0:00,0.655
10/27/2019 1:00,0.71
10/27/2019 2:00,0.755
10/27/2019 3:00,0.788
10/27/2019 4:00,0.814
10/27/2019 5:00,0.844
10/27/2019 6:00,0.871
10/27/2019 7:00,0.894
10/27/2019 8:00,0.913
10/27/2019 9:00,0.927
10/27/2019 10:00,0.935
10/27/2019 11:00,0.937
10/27/2019 12:00,0.942
10/27/2019 13:00,0.957
10/27/2019 14:00,0.968
10/27/2019 15:00,0.971
10/27/2019 16:00,0.966
10/27/2019 17:00,0.96
10/27/2019 18:00,0.948
10/27/2019 19:00,0.914
10/27/2019 20:00,0.87
10/27/2019 21:00,0.822
10/27/2019 22:00,0.766
10/27/2019 23:00,0.68
10/28/2019 0:00,0.557
10/28/2019 1:00,0.418
10/28/2019 2:00,0.278
10/28/2019 3:00,0.16
10/28/2019 4:00,0.106
10/28/2019 5:00,0.118
10/28/2019 6:00,0.179
10/28/2019 7:00,0.256
10/28/2019 8:00,0.316
10/28/2019 9:00,0.347
10/28/2019 10:00,0.355
10/28/2019 11:00,0.349
10/28/2019 12:00,0.343
10/28/2019 13:00,0.337
10/28/2019 14:00,0.337
10/28/2019 15:00,0.349
10/28/2019 16:00,0.377
10/28/2019 17:00,0.41
10/28/2019 18:00,0.444
10/28/2019 19:00,0.465
10/28/2019 20:00,0.466
10/28/2019 21:00,0.449
10/28/2019 22:00,0.41
10/28/2019 23:00,0.349
